
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Vietnam","VNM","Manufacturing, value added (annual % growth)","NV.IND.MANF.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6164643668125","11.6456747029131","7.07509411537781","-12.8801885236822","-6.33980991500444","5.62367752598195","13.7223804905767","9.52552206222343","9.32533844166245","13.5479301335538","13.5887001445291","12.8250687930159","10.1979733575218","7.98941511490689","11.6841906176592","11.3471318251261","11.5960279422362","11.5340998405604","10.8643019293398","12.9196878135597","13.3553671157861","12.3745677041766","9.78372031362444","2.76215613211888","-21.8387588657443","12.5913333432903","8.38180401719153","6.50015603017199","6.49836902055492","9.18577859736132","11.140218377009","12.1260382186577","11.4803729832704","9.59482626496543","4.99214011997644","6.05333052510812","",
